system,strategy,full_rel_mse,tail16_rel_mse,final_step_rel_mse
heat,latent,0.20747637748718262,0.22052255272865295,0.2340398132801056
heat,state,1.3019360303878784,2.0886311531066895,2.753303289413452
heat,latent_branch,0.20662343502044678,0.21784958243370056,0.22991113364696503
heat,hybrid_2,0.8023369312286377,1.2431647777557373,1.4218097925186157
heat,hybrid_4,0.5075597763061523,0.7268552780151367,0.8120315074920654
heat,hybrid_8,0.3596283495426178,0.47762396931648254,0.5014074444770813
heat,hybrid_16,0.2762613594532013,0.35226964950561523,0.35053685307502747
wave,latent,0.31838154792785645,0.3852166533470154,0.4367488920688629
wave,state,1.4739881753921509,2.115165948867798,2.2947378158569336
wave,latent_branch,0.3149350583553314,0.3774774968624115,0.42514780163764954
wave,hybrid_2,0.9668835401535034,1.4450219869613647,1.5832537412643433
wave,hybrid_4,0.6408808827400208,0.9318115711212158,1.0508724451065063
wave,hybrid_8,0.464559942483902,0.6379715800285339,0.7014698386192322
wave,hybrid_16,0.3736571967601776,0.49046754837036133,0.5285106301307678
burgers,latent,0.22384735941886902,0.24972140789031982,0.26739609241485596
burgers,state,2.364715099334717,4.687915802001953,6.332906723022461
burgers,latent_branch,0.22333993017673492,0.24834156036376953,0.2649002969264984
burgers,hybrid_2,0.9059268236160278,1.4383246898651123,1.7066614627838135
burgers,hybrid_4,0.5439043641090393,0.8007630109786987,0.8994461297988892
burgers,hybrid_8,0.37368735671043396,0.5098495483398438,0.5453748106956482
burgers,hybrid_16,0.2900448739528656,0.37697267532348633,0.386277973651886
reaction_diffusion,latent,0.00281812297180295,0.0020884661935269833,0.002026808215305209
reaction_diffusion,state,0.002926971297711134,0.002236821921542287,0.002384006278589368
reaction_diffusion,latent_branch,0.003474816447123885,0.003103722119703889,0.003249980043619871
reaction_diffusion,hybrid_2,0.0028458982706069946,0.0021212708670645952,0.0021035587415099144
reaction_diffusion,hybrid_4,0.0028223299887031317,0.002087455475702882,0.0020355642773211002
reaction_diffusion,hybrid_8,0.002815348096191883,0.0020781592465937138,0.0020134616643190384
reaction_diffusion,hybrid_16,0.0028135429602116346,0.0020782307256013155,0.0020078453235328197
